city,link,city_link,track_id,crossed,nearby_count_beginning,nearby_count_whole,risky_crossing,run_red_light,crosswalk_use_or_not,gender,age,phone_using,walking_speed_mps,crossing_speed_mps,decision_delay_s,backpack,umbrella,handbag,suitcase,short_sleeved_shirt,long_sleeved_shirt,short_sleeved_outwear,long_sleeved_outwear,vest,sling,shorts,trousers,skirt,short_sleeved_dress,long_sleeved_dress,vest_dress,sling_dress,weather,daytime,police_car,arrow_board,cones,accident,crack,potholes,avg_vehicle_total,crossing_sign,avg_road_width,crosswalk,sidewalk,ambulance,army vehicle,auto rickshaw,bicycle,bus,car,garbagevan,human hauler,human,hauler,minibus,minivan,motorbike,pickup,policecar,rickshaw,scooter,suv,taxi,three wheelers -CNG-,truck,van,wheelbarrow,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,22093,True,0,0,1,0,0,,,0,1.014,1.653,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,shine,Day,0,0,0,0,0,0,7.666666666666667,0,1.6733333333333331,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,22100,True,0,1,1,0,0,,,0,0.957,1.004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,6.833333333333333,0,1.903333333333333,0,0,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,22116,True,1,1,1,0,0,,,0,1.498,1.199,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,8.083333333333334,0,2.0333333333333337,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,22142,True,0,1,1,0,0,,,0,1.862,1.699,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,8.0,0,2.04125,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,22185,True,1,1,1,0,0,,,0,2.579,2.323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,5.166666666666667,0,2.1466666666666665,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,22273,True,1,1,1,1,0,,,0,1.958,0.834,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,3.25,0,1.9725,0,1,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,23107,True,1,1,1,0,0,,,0,1.354,2.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,10.0,0,2.11,0,1,0,0,0,0,1,1,0,0,,,0,1,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,23162,True,1,1,1,0,0,,,0,1.326,0.862,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,11.0,0,1.985,0,0,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,23219,True,1,1,1,0,0,,,0,1.572,2.249,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,9.333333333333334,0,1.9633333333333327,0,0,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,23226,True,0,1,1,0,0,,,0,1.107,1.318,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,9.0,0,1.9725,0,0,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,23232,True,0,1,1,0,0,,,0,0.882,1.381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,9.75,0,2.04,0,0,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24023,True,1,2,1,0,0,,,0,1.57,2.805,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,11.0,0,2.21,0,1,0,0,0,0,0,1,0,0,,,0,1,1,0,0,1,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24435,True,1,2,1,0,0,male,26.0,0,0.689,0.811,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,8.666666666666666,0,1.808888888888889,0,1,0,0,1,0,0,1,0,0,,,0,0,1,1,0,0,0,1,0,0,1,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24456,True,2,3,1,0,0,female,56.0,0,1.835,0.36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,7.333333333333333,0,1.836666666666667,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24492,True,3,3,1,0,0,male,28.0,0,2.412,1.937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,9.666666666666666,0,1.7733333333333334,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24513,True,2,2,1,0,0,male,42.0,0,1.238,4.006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,6.333333333333333,0,1.9766666666666668,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24517,True,2,2,1,0,0,female,63.0,0,2.725,3.817,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,shine,Day,0,0,0,0,0,0,8.0,0,2.1500000000000004,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24542,True,3,2,1,0,0,,,0,3.045,3.358,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,8.0,0,2.1866666666666665,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24548,True,3,2,1,0,0,female,28.0,0,2.575,4.233,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,5.0,0,1.915,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24549,True,1,1,1,0,0,,,0,1.663,1.608,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,shine,Day,0,0,0,0,0,0,6.0,0,2.03,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24595,True,1,1,1,0,0,male,25.0,0,0.911,1.371,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,9.75,0,2.195,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,1,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,24629,True,1,1,1,0,0,,,0,0.787,0.455,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,8.5,0,1.99,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,25053,True,0,0,1,0,0,,,0,1.12,3.549,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,1,1,0,0,0,5.0,0,2.085,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,25485,True,4,3,1,0,0,male,32.0,1,1.629,0.265,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,3.333333333333333,0,2.013333333333333,0,1,0,0,1,0,0,1,0,0,,,0,0,1,1,0,1,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,25527,True,3,2,1,0,0,male,34.0,0,1.274,1.545,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,6.75,0,2.0675,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,1,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,25535,True,3,2,1,0,0,male,29.0,0,1.044,1.026,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,6.5,0,2.068333333333333,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,1,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,25538,True,2,2,1,0,0,female,28.0,0,1.911,1.943,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,6.75,0,2.0675,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,1,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,25760,True,0,1,1,1,0,,,0,1.69,2.04,0.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,5.5,1,2.1266666666666665,0,1,0,0,0,0,0,1,0,0,,,0,1,1,1,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26093,True,2,3,1,0,0,,,0,0.605,0.467,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,4.583333333333333,0,2.091666666666667,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26111,True,2,2,1,0,0,,,0,0.589,0.65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,5.111111111111111,0,2.061111111111112,0,1,0,0,0,0,0,1,0,0,,,0,1,1,0,0,0,0,1,0,0,0,1,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26148,True,1,2,1,0,0,male,52.0,0,1.113,1.17,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,5.2,0,2.124,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26156,True,1,2,1,0,0,,,0,1.485,0.994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,4.5,0,2.115,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26205,True,4,2,1,0,0,male,32.0,0,0.738,0.72,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,4.6,0,2.132,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26253,True,0,1,1,0,0,male,30.0,0,0.454,0.237,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,4.5,0,2.1925,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26299,True,2,1,1,0,0,male,29.0,0,2.811,3.403,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,4.0,0,2.037142857142857,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26355,True,4,3,1,0,0,,,0,1.22,0.89,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,shine,Day,0,0,0,0,0,0,3.333333333333333,0,2.12,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26369,True,1,1,1,0,0,,,0,1.819,1.791,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,4.083333333333333,0,1.9675,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26375,True,2,2,1,0,0,,,0,1.827,1.333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,4.5,0,1.835,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26379,True,1,1,1,0,0,,,0,2.21,1.761,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,5.25,0,1.9,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26477,True,0,1,1,0,0,,,0,2.866,4.265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,3.5625,0,2.15625,0,1,0,0,0,0,1,1,0,0,,,0,1,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,26535,True,1,1,1,0,0,,,0,2.362,0.698,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,5.0,0,1.59,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,27900,True,1,2,1,0,0,,,0,1.022,6.419,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,4.5,0,1.68,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28181,True,3,3,1,0,0,female,31.0,0,0.567,2.475,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,7.5,0,2.285,0,1,0,0,0,0,0,1,0,0,,,0,1,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28253,True,3,2,1,0,0,male,33.0,0,0.905,0.228,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,5.571428571428571,0,2.1985714285714284,0,1,0,0,0,0,1,1,0,0,,,0,1,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28379,True,1,2,1,0,0,female,33.0,0,0.933,1.647,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,5.5,0,2.06,0,1,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28416,True,0,2,1,0,0,female,32.0,0,2.781,2.219,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,shine,Day,0,0,0,0,0,0,4.666666666666667,0,2.0966666666666667,0,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28722,True,0,1,1,0,0,male,36.0,0,1.612,0.727,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,3.0,0,2.29,0,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28776,True,0,1,1,0,0,,,0,1.469,0.696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,2.0,0,1.9879999999999995,0,1,0,0,0,0,1,1,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28840,True,1,1,1,0,0,male,35.0,0,1.63,1.509,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,6.0,0,2.25,0,1,0,0,0,0,1,1,0,0,,,0,1,1,0,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28854,True,1,2,1,0,0,,,0,1.365,0.298,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,4.6,0,1.84,0,1,0,0,0,0,1,1,0,0,,,0,1,1,0,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28903,True,1,1,1,0,0,,,0,2.15,2.763,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunrise,Day,0,0,0,0,0,0,5.0,0,1.6619999999999997,0,1,0,0,0,0,0,1,0,0,,,0,1,1,0,0,1,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28974,True,2,1,1,0,0,,,0,0.748,0.386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,4.767441860465116,0,2.0832558139534885,0,1,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,28997,True,2,2,1,0,0,,,0,1.954,1.906,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,rain,Day,0,0,0,0,0,0,5.0,0,2.135,0,1,0,0,0,0,0,0,0,0,,,0,1,1,0,0,0,0,1,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,29332,True,1,1,1,0,0,female,28.0,0,2.548,3.062,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,shine,Day,0,0,0,0,0,0,2.333333333333333,0,1.5366666666666664,0,1,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
Jakarta,gmDBzijaIAA,Jakarta_gmDBzijaIAA,29542,True,3,2,1,0,0,,,0,2.138,1.127,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rain,Day,0,0,0,0,0,0,6.875,0,2.195,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,,Indonesia,IDN,Asia,-6.175394,106.827183,323.03,8540121.0,273523621.0,11.3,96.0,160.3,31.2,36.1
